Clue,Expected Answer,Wikipedia Page Title,Title Match,Content Match,Searched Wikipedia Titles
"___ Prairie, suburb of Minneapolis",eden,Highway revolts in the United States,False,True,"Orrin Thompson (real estate developer), Southdale Center, History of African Americans in Houston, Minneapolis–Saint Paul, ADC Telecommunications, Area code 612, U.S. Route 212 in Minnesota, Prairie Seeds Academy, Richfield, Minnesota, Kent Nerburn, Killing of Dolal Idd, Nash Finch Company, Metro Green Line (Minnesota), Culture of Minnesota, Mike Erlandson, Bush Lake (Hennepin County, Minnesota), SuperValu (United States), John R. Cummins Farmhouse, Ridgedale Center, Metro Transit (Minnesota), Minnetonka High School, Minnesota Valley Transit Authority, Religion in Minnesota, List of inner suburbs in the United States, FuncoLand, List of dairy product companies in the United States, List of suicides, 2024 Minnesota House of Representatives election, Osseo, Minnesota, Ham Lake, Minnesota, Anoka, Minnesota, List of social nudity places in North America, Twin Cities and Western Railroad, Madison, Wisconsin, Bracco (company), The Mighty Ducks, Music of Minnesota, Des Moines, Iowa, KSJN, KUOM, Tulsa race massacre, Austin, Texas, Wright brothers, 3M, List of accidents and incidents involving military aircraft (1955–1959), TBS (American TV channel), List of unused railways, Highway revolts in the United States, Death of Sandra Bland, Minnesota State Highway 7, Wayzata, Minnesota"
It's hair-raising,gel,Beverly D'Angelo,True,True,"Hair straightening, Body hair, Trichotillomania, African-American hair, Tom Mison, Kinky hair, Hair coloring, Ingrown hair, Hair (musical), Rebecca Hair Products, Artificial hair integrations, Beehive (hairstyle), Bob cut, Shaving, Olaplex, Minoxidil, Martha Plimpton, Dermatophytosis, List of presidents of the United States with facial hair, Mohair, Beverly D'Angelo, Dachshund, Snow White with the Red Hair, Fur, Pomade, Ouidad Wise, Hair Love, Dee Snider, Maximum Security (Tony MacAlpine album), Finasteride, Hair for Hope, Gavin Creel, Willow Smith, Cashmere wool, Eyebrow, Lazarus of Bethany, Chris Perry-Metcalf, Antonia Gentry, Mercedes-Benz S-Class (W223), Keratosis pilaris, List of glam metal bands and artists, Crab louse, Giorgio A. Tsoukalos, Mark-Paul Gosselaar, Harry S. Truman, Porcupine, Goose bumps, Hunter S. Thompson, Tinea capitis, Hairwork"
Wretchedness,woe,No Title Match,False,False,"Ezra Stiles Ely, Crime and Punishment, Amazing Grace, John Phillips (surveyor), Samuel Smiles, Charles George Gordon, Simone Weil, Philosophy of Søren Kierkegaard, History of philosophical pessimism, Giacomo Leopardi, 19th-century London, Walter Savage Landor, The Idler (1758–1760), The Drunkard's Progress, The Sin and the Sentence, Henry Kissinger, De Miseria Condicionis Humane, Mary Anne MacLeod Trump, Elizabeth I, Rerum novarum, The Missionary Position: Mother Teresa in Theory and Practice"
Rhyming ice cream treat,chocotaco,No Title Match,False,False,"Rhyme, Pop Goes the Weasel, Trick-or-treating, Irreversible binomial, Pea soup, Uncle Shelby's ABZ Book, Only Built 4 Cuban Linx..., The Great British Bake Off series 13, Glossary of British terms not widely used in the United States, List of narrative techniques, List of Peppa Pig episodes, 1918 Spanish flu quarantine in Portland, Oregon, Congee, Mahalia Jackson, Frankie Sinatra, List of Lilo & Stitch characters, Ernest P. Worrell, List of Internet phenomena, Culture of England, List of Teletubbies episodes, List of American films of 2024, Eurasian wren, List of recurring The Simpsons characters, List of Last Man Standing episodes, Glossary of baseball terms, Cockle (bivalve), Breast milk, Elvis Presley, United States, List of loanwords in Tagalog (Filipino) language, Pied Piper of Hamelin, Epiphany (holiday), List of Bob's Burgers characters, List of characters in mythology novels by Rick Riordan, List of Horrible Histories (2009 TV series) episodes, Glossary of French words and expressions in English, Culture of Thailand, List of Mickey Mouse Clubhouse episodes, Eyes Are the Soul, Parallel universes in fiction, List of TaleSpin characters, Culture of the United Kingdom"
They may be loaded or covered,bases,Bases Loaded (video game),True,True,"The Dead Daisies, Roll-off (dumpster), Loaded (magazine), Loaded (Velvet Underground album), Herbie: Fully Loaded, Loaded (Fully Loaded Edition), Shy Glizzy, Sick (Loaded album), Phil Lewis (musician), Cocked & Loaded, Cheese fries, Loaded Deck, Citizens band radio, Re-Loaded, BMP file format, Bases Loaded (video game), Loaded (video game), Duff McKagan, French fries, Revolver, Shotgun cartridge, Russian roulette, Gun laws in Hawaii, Loaded (2008 film), 2021–2023 global supply chain crisis, Hopper car, Super Bases Loaded, The Velvet Underground, Crop (implement), Knocked Out Loaded, Loaded Bible, Airport apron, Cover-up, Manhole cover, Asia no Junshin, Soft-point bullet, Bases Loaded II: Second Season, Magazine (firearms), Bases Loaded 4, Blank (cartridge), Fuse (explosives), Breakbulk cargo, Episode 1999: Live, Dry bulk cargo barge, Nachos, 5.45×39mm, Garbage truck, Conestoga wagon, Explosive, Dental implant"
"If you ask her to make you a sandwich, she'll say ""OK, you're a sandwich""",alexa,List of Phineas and Ferb characters,False,True,"YouTube, Kinds of Kindness, I Can Make You Love Me, Marilyn vos Savant, Hannah Hart, Napkins (The Bear), Ariana Madix, When You Reach Me, Forever (The Bear), John Montagu, 4th Earl of Sandwich, She's Not You, Freddy Got Fingered, The Night Shift (Poker Face), List of Friends and Joey characters, Murder of Sylvia Likens, Sundae (The Bear), Kaise Kahoon Ke... Pyaar Hai, Will You Please Be Quiet, Please?, Meg Griffin, The Little Red Hen, Cass Elliot, Ali G, Barbie: Skipper and the Big Babysitting Adventure, Ginny & Georgia, Betty Draper, List of Deadly Women episodes, The Catherine Tate Show, Only Murders in the Building season 2, List of Google Easter eggs, WordGirl, List of You Can't Do That on Television episodes, Tamia, Ladies Room (Mad Men), List of EastEnders characters introduced in 2017, List of The 100 Girlfriends Who Really, Really, Really, Really, Really Love You episodes, Pinky Dinky Doo, List of Hannah Montana characters, The Devil Wears Prada (film), Queen Rania of Jordan, Hailey's On It!, Joey Tribbiani, You Only Live Twice (novel), Fly by Night (musical), List of Daniel Tiger's Neighborhood episodes, Freaks and Geeks, Peggy Olson, Masamune-kun's Revenge, The Inbestigators, Arizona Robbins, List of Phineas and Ferb characters"
Foolish in an endearing way,dippy,No Title Match,False,False,"Bridget Jones's Diary, List of Star Wars creatures, Emma Mackey, Pieces of You, Melanie Lynskey, Characters of the DC Extended Universe, Monkeys in Chinese culture, Dumbo, List of stock characters, Donyale Luna, Invitation to a Beheading, List of Gravity Falls characters, Dogfree, Kumārasambhava, List of Gintama characters, Don't Look Up, Shaun of the Dead, Wallace MacDonald, Ghostbusters: Afterlife, Bernardo Carpio, Boban and Molly, Porgy and Bess (film), Barney Google and Snuffy Smith, John Frankenheimer, Marvelous Marvin Hagler, Semele (Handel), A Song for ××, List of Grim & Evil characters, A Doll's House, List of Lord Marksman and Vanadis characters, Wayside (TV series), Speak Mandarin Campaign, The Man Who Killed Don Quixote, List of American comedy films, List of RKO Pictures films, Tony Kornheiser, List of American films of 1916, Thomas Carlyle, Xiao Yu, Nicolette Stone, List of Private Passions episodes (2000–2004), List of POV episodes, Model worker"
Summer setting in the Windy City,cdt,No Title Match,False,False,"This One Summer, West Indies cricket team, Sex and the City 2, Dodge City, Kansas, San Francisco in popular culture, Geography and climate of Winnipeg, Bolt (2008 film), Dubai, World of A Song of Ice and Fire, Bolivia, Hollis Thompson, Schaumburg Boomers, Great Chicago Fire, Pueblo West, Colorado, List of Midsomer Murders episodes, Kyle Fletcher, 2025 in American television, National Basketball Association, List of LGBT jurists in the United States, Bariloche, India national cricket team, Reno, Nevada, Moses Brown (basketball), Brandon Johnson, List of Deadly Women episodes, Israel, Junín, Buenos Aires, Qingdao, Jim Yester, Michael Moore, Big City Park, Baku, Mary Jepkosgei Keitany, Keith Haring, List of Sanford and Son episodes, Pino Daeni, Michelle Reis, List of fiction set in Chicago, Battle of Jutland, Albuquerque, New Mexico, Guangzhou, Pittosporum eugenioides, Anastasia (musical), Stone Temple Pilots, Marseille, Wilson Kipsang Kiprotich, List of Mickey Mouse Funhouse episodes, Josh Spence, Chicago Bulls, List of songs about Los Angeles"
Ten C-notes,oneg,No Title Match,False,False,"Bank of England 10 shilling note, United States ten-dollar bill, Philippine ten-peso note, Hexatonic scale, Death Note, Big Ten Conference, HCL Notes, Ten Commandments, Bank of England £10 note, List of Billboard Hot 100 top-ten singles in 2025, Clef, Notes from Underground, 10 euro note, Two hundred fifty-sixth note, Bank of England note issues, Note-taking, Big Ten men's basketball tournament, Bank of England £1 note, Shang-Chi and the Legend of the Ten Rings, Lockheed C-130 Hercules, List of Billboard Hot 100 top-ten singles in 2024, Federal Reserve Note, Lockheed C-5 Galaxy, United States two-dollar bill, Banknotes of the Canadian dollar, List of £10 banknotes and coins, Battle of the Ten Kings, List of countries by largest historical GDP, Mercedes-Benz C-Class (W204), List of Billboard Hot 100 top-ten singles in 2004, C&O desk, Ten-code, The Ten Commandments (1956 film), My Liberation Notes, Nicaraguan córdoba, List of UK top-ten singles in 2025, Dashavatara, List of UK top-ten singles in 2024, Decatonic scale, Alenia C-27J Spartan, List of Billboard Hot 100 top-ten singles in 2003, Sarah C. Paine, Lockheed Martin C-130J Super Hercules, FBI Ten Most Wanted Fugitives, 1960s, 10,000 yen note, Philippine one thousand-peso note, Ten Thousand, Ten Lost Tribes, Melanie C, The ten to whom Paradise was promised"
Bachelorette party accessories,sashes,No Title Match,False,False,"Tayshia Adams, Wedding industry in the United States, CC Slaughters, The Traitors Canada, The Anna Nicole Show, The Masked Singer (American TV series), XBIZ Awards, Sophia Bush, List of reality television programs, Weddings in the United States, Scarlett Johansson, Margaret Cho, Economics of marriage, Pre-Code Hollywood, Stag PDX, List of programs previously broadcast by Southern Broadcasting Network, The Mole (Australian TV series) season 4"
One in the Jenner family,kris,Kris Jenner,True,True,"Kardashian family, Kylie Jenner, Caitlyn Jenner, Brody Jenner, Kendall Jenner, Kris Jenner, Brandon Jenner, Boone Jenner, Blake Jenner, Burt Jenner, Jenner, California, Kirby Jenner, The Kardashians, Linda Thompson, Keeping Up with the Kardashians, Edward Jenner, I Am Cait, Robert Kardashian, Rob Kardashian, Frank Jenner, Kourtney Kardashian, Jenners, Jordyn Woods, Live for Now, Peter Berg, Emma Grede, Thomas Jenner, Kris (TV series), Kardashian Index, Tokyo Stylez, The Princes of Malibu, Kylie Cosmetics, Blac Chyna, Racso and the Rats of NIMH, Khloé Kardashian, Shiny Happy People: Duggar Family Secrets, Henry Jenner, Paul Shenar, 2004 Jenner, California, double murder, Instagram egg, Dylan Mulvaney, Drake–Kanye West feud, Nicole Brown Simpson, Jenner & Block, Can't Stop the Music, Jenner Township, Pennsylvania, Albert E. Jenner Jr., Keeping Up with the Kardashians season 18, Gina Philips, Where My Country Gone?"
High rollers' rollers,limos,Rock 'n' Roller Coaster Starring Aerosmith,False,True,"High roller (disambiguation), High Rollers Casino, Township Rollers F.C., Bay City Rollers (album), Holy Rollers (film), Bay City Rollers discography, Roller skating, High Roller (Stratosphere), Roller skates, High Rollers (song), Euthanasia Coaster, Roller derby, RollerCoaster Tycoon, High roller, Montu (roller coaster), Fujiyama (roller coaster), High Roller (Valleyfair), Indian roller, Lilac-breasted roller, Cash Out (film), Peristaltic pump, High Rollers, List of roller coaster elements, Hyperia (roller coaster), Tazza: The High Rollers, Road roller, Roller mill, Launched roller coaster, Roller-compacted concrete, Oriental Roller, Rock 'n' Roller Coaster Starring Aerosmith, Gemini (roller coaster), Hyperion (roller coaster), Roller Boogie, Roller chain, Pantheon (roller coaster), Mako (roller coaster), Rolling-element bearing, Snow roller, Valravn (roller coaster), RollerGames, RollerJam, List of roller derby leagues, Birmingham Roller, Rita (roller coaster), Griffon (roller coaster)"
Some world leaders,emirs,List of state leaders in the 20th century (1901–1950),False,True,"Religion in China, Jewish principles of faith, List of current heads of state and government, Free World, Young Global Leaders, Allied leaders of World War II, Donald Trump and handshakes, Axis leaders of World War II, World Economic Forum, Jurassic World Rebirth, Commanders of World War II, World Governments Summit, List of leaders of the People's Republic of China, List of current state leaders by date of assumption of office, World War II, Contents of the United States diplomatic cables leak (analysis of individual leaders), World War I, Leader of the Opposition (United Kingdom), Leader of the Conservative Party (UK), Some Like It Hot, USS Somers (DD-381), List of online video platforms, Reactions to the assassination of John F. Kennedy, World War III, Allies of World War II, WBSC World Rankings, Jurassic World, World War II casualties, Supreme Leader of Iran, Gaddafi Stadium, The Childhood of a Leader (film), Ravi Shankar (spiritual leader), 2014 G20 Brisbane summit, World Rugby Rankings, List of state leaders in the 20th century (1901–1950), BBC World Service, Third World, Leadership, List of state leaders in the 18th century, World of Warcraft, FIFA Men's World Ranking, Leader (character), World war, Adolf Hitler, Fascism, DP World, Tosin Abasi, Captain America: Brave New World, World Health Organization, Operation Dark Winter, List of leaders of Hamas, World Bank"
Way to go: Abbr.,rte,Far-right politics in Israel,False,True,"Glossary of Mafia-related words, Glossary of Italian fencing terms, Glossary of chess, HTML element, New Popular Front, Prajñāpāramitā Devī, Classe préparatoire aux grandes écoles, Freedom of Russia Legion, Ontario, Vanchit Bahujan Aaghadi, Red Youth (Norway), Hebraization of surnames, Islami Jamiat-e-Talaba, Participle, List of English words of Yiddish origin, Submachine (series), Appellation d'origine contrôlée, Shiv Sena, Slash (punctuation), COBRA (British TV series), List of medical roots, suffixes and prefixes, 2024 Austrian legislative election, Verkehrsbetriebe Luzern, Cocaine paste, CasaPound, Erased (manga), Das Boot, List of Latin phrases (full), List of gairaigo and wasei-eigo terms, Hong Kong, Polish Naval Academy, Engineer's degree, Janasena Party, List of Hebrew abbreviations, Coalition Provisional Authority, Croatian Party of Rights, People's Union (Belgium), Chemins de fer de l'Ouest, Social Democratic Party of Lithuania, Shining Path, September 11 attacks, Good Morning Serbia, Japanese Communist Party, Penny, Indian Police Service, Christian Social Front, Order of Friars Minor Capuchin, European Montenegro, People's Movement for the State, Far-right politics in Israel"
Absolved,exempt,Salem witch trials,False,True,"Absolution, History Will Absolve Me, The Confession (2010 film), Sacrament of Penance, Dingo ate my baby, Excommunication in the Catholic Church, Excommunication, West Berlin discotheque bombing, Jorge Nuno Pinto da Costa, Lingodbhava, Paul Revere, Zephany Nurse, Thomas Cranmer, MT Vector, Jirō Shiizaki, Mary I of England, Louis VIII of France, Salem witch trials, Puʻuhonua o Hōnaunau National Historical Park, United Colonies, Manuel Alonso Corral, Shrove Tuesday, Harita (Hinduism), Communist Youth League (Finland), Absolution of the dead, Jose Manalo, Gautama Maharishi, 1994 Colombian presidential election, Western Sahara, Becket controversy, Indulgence, Rubén Oseguera González, 1967 USS Forrestal fire"
