,Date,Word,Clue,_f_number words,_f_length of clue,_f_avg word length,_f_percentage words that are upper-case,_f_ends in question,_f_no alphabet characters,_f_is quote,_f_contains underscore,_f_contains asterisk,_f_number of non-consecutive periods in clue,_f_is ellipsis in clue,_f_number commas in clue,_f_number non a-z or 1-9 characters in clue,_f_contains e.g.,_f_contains etc.,_f_contains in short,_f_contains briefly,_f_contains dir.,_f_contains exclamation,_f_contains kind of,_f_contains bible clue,"_f_contains ,maybe or ,perhaps",_f_contains word before,_f_MentionsProfession
540512,6/29/2002,YEAREND,Kind of sale or statement,5,25,4.2,0.2,False,4,False,False,False,0,True,0,0.16,False,False,False,False,False,False,True,False,False,False,False
540815,6/24/2002,INTAKE,Kind of valve in a car,6,22,2.8333333333333335,0.16666666666666666,False,5,False,False,False,0,True,0,0.22727272727272727,False,False,False,False,False,False,True,False,False,False,False
540841,6/24/2002,TODO,Kind of list,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
541039,6/22/2002,SOLEMN,Kind of oath,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
541238,6/19/2002,TEAM,Kind of spirit,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
541317,6/18/2002,ASST,Kind of prof.,3,13,3.6666666666666665,0.3333333333333333,False,3,False,False,False,1,True,0,0.23076923076923078,False,False,False,False,False,False,True,False,False,False,False
541437,6/16/2002,LOIN,Kind of chop,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
541500,6/16/2002,NEWS,Kind of flash,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
541593,6/14/2002,SPIT,Kind of curl,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
541652,6/13/2002,RUSH,Kind of hour,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
541708,6/13/2002,POETIC,Kind of license,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
541961,6/9/2002,TECH,Kind of support,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
542228,6/6/2002,SODA,Kind of bottle,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
542488,6/2/2002,NOLOAD,Kind of mutual fund,4,19,4.0,0.25,False,3,False,False,False,0,True,0,0.15789473684210525,False,False,False,False,False,False,True,False,False,False,False
542564,6/2/2002,SOY,Kind of flour or ink,5,20,3.2,0.2,False,4,False,False,False,0,True,0,0.2,False,False,False,False,False,False,True,False,False,False,False
542572,6/2/2002,ASST,Kind of V.P.,3,12,3.3333333333333335,0.6666666666666666,False,4,False,False,False,2,True,0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False
542679,5/31/2002,CELL,Kind of phone,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
542789,5/29/2002,PENAL,Kind of code,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
543030,5/26/2002,MERIT,Kind of pay,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
543527,5/19/2002,ANUT,"""What are you, some kind of ___?""",7,33,3.857142857142857,0.0,False,13,True,True,False,0,True,1,0.3939393939393939,False,False,False,False,False,False,True,False,False,False,False
543652,5/18/2002,OGEE,Kind of arch,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
543689,5/18/2002,PANT,Kind of leg,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
543756,5/17/2002,SOS,Kind of pad,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
543758,5/17/2002,ENEMY,Kind of fire,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
543839,5/15/2002,NATAL,Kind of star,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
544088,5/12/2002,MORTISE,Kind of block,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
544211,5/11/2002,PIPE,Kind of dream,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
544256,5/10/2002,LING,Kind of cod,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
544311,5/9/2002,ONETOONE,Kind of relationship,3,20,6.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.1,False,False,False,False,False,False,True,False,False,False,False
544421,5/8/2002,PEEWEE,Kind of league,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
544652,5/5/2002,NEON,Kind of sign,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
544786,5/3/2002,MED,Kind of school,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
544837,5/2/2002,REHAB,Kind of center,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
544857,5/2/2002,PITH,Kind of helmet,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
545053,4/29/2002,LIP,Kind of service,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
545191,4/28/2002,PRIMAL,Kind of scream,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
545269,4/27/2002,SENATE,Kind of seat,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
545342,4/26/2002,SPLITPEA,Kind of soup,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
545353,4/26/2002,MALE,Kind of bonding,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
545607,4/22/2002,ALTO,Kind of sax,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
545681,4/21/2002,SESAME,Kind of bagel,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
545693,4/21/2002,SCAR,Kind of tissue,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
545705,4/21/2002,TAU,Kind of cross,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
545764,4/21/2002,REAL,Kind of number,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
545772,4/20/2002,AWAY,Kind of team,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
545846,4/19/2002,RENAL,Kind of cortex,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
545887,4/19/2002,STAG,Kind of show,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
545892,4/18/2002,BAKED,Kind of bean,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
546757,4/7/2002,TECH,Kind of support,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
546885,4/6/2002,IZOD,Kind of shirt,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
546987,4/4/2002,TEA,Kind of garden,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
547037,4/4/2002,STRING,Kind of bikini,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
547136,4/2/2002,ROTOR,Kind of blade,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
547253,4/1/2002,REDLIGHT,Kind of district,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
547272,3/31/2002,STEAK,Kind of sandwich,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
547288,3/31/2002,PETRI,Kind of dish,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
547469,3/29/2002,GANG,Kind of warfare,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
547685,3/26/2002,AMI,"""What Kind of Fool ___?""",5,24,4.0,0.4,False,10,True,True,False,0,True,0,0.4166666666666667,False,False,False,False,False,False,True,False,False,False,False
547967,3/23/2002,AXIAL,Kind of skeleton,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
548184,3/20/2002,ORAL,Kind of agreement,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
548237,3/19/2002,WILDWEST,Kind of show,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
548583,3/15/2002,FALSE,Kind of alarm,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
548682,3/13/2002,TEAM,Kind of spirit,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
549064,3/9/2002,ROYAL,Kind of pain,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
549081,3/8/2002,FISC,Kind of year: Abbr.,4,19,4.0,0.5,False,5,False,False,False,1,True,0,0.2631578947368421,False,False,False,False,False,False,True,False,False,False,False
549083,3/8/2002,ANALOG,Kind of recording,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
549230,3/6/2002,PINTO,Kind of bean,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
549296,3/5/2002,MANDARIN,Kind of orange,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
549411,3/4/2002,ESTATE,Kind of sale,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
549480,3/3/2002,ASTRAL,Kind of plane,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
549592,3/2/2002,ONETOONE,Kind of relationship,3,20,6.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.1,False,False,False,False,False,False,True,False,False,False,False
549896,2/26/2002,YESNO,Kind of question,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
550063,2/24/2002,TENANT,Kind of farmer,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
550119,2/23/2002,MAG,Kind of wheel,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
550150,2/23/2002,CHEMICAL,Kind of agent,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,True
550215,2/22/2002,DEWAR,Kind of flask used by a chemist,7,31,3.5714285714285716,0.14285714285714285,False,6,False,False,False,0,True,0,0.1935483870967742,False,False,False,False,False,False,True,False,False,False,False
550612,2/17/2002,UPS,Kind of truck,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
550706,2/16/2002,NIELSEN,Kind of rating,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
550839,2/14/2002,AMINO,Kind of acid,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
